country_iso,province_id,province_wos,province_wos_biol,province_wos_cons,country_wos,country_wos_biol,country_wos_cons,country_region,country_continent
IND,1,359,155,13,141370,39535,945,Southern Asia,Asia
IND,2,2441,793,10,141370,39535,945,Southern Asia,Asia
IND,3,567,288,31,141370,39535,945,Southern Asia,Asia
IND,4,1304,521,24,141370,39535,945,Southern Asia,Asia
IND,5,1025,359,2,141370,39535,945,Southern Asia,Asia
IND,6,435,96,0,141370,39535,945,Southern Asia,Asia
IND,7,334,106,1,141370,39535,945,Southern Asia,Asia
IND,8,3,0,0,141370,39535,945,Southern Asia,Asia
IND,9,2,0,0,141370,39535,945,Southern Asia,Asia
IND,10,692,280,1,141370,39535,945,Southern Asia,Asia
IND,11,1966,546,15,141370,39535,945,Southern Asia,Asia
IND,12,772,263,4,141370,39535,945,Southern Asia,Asia
IND,13,978,446,7,141370,39535,945,Southern Asia,Asia
IND,14,377,132,1,141370,39535,945,Southern Asia,Asia
IND,15,441,171,0,141370,39535,945,Southern Asia,Asia
IND,16,2442,813,19,141370,39535,945,Southern Asia,Asia
IND,17,2781,921,18,141370,39535,945,Southern Asia,Asia
IND,18,163,52,3,141370,39535,945,Southern Asia,Asia
IND,19,954,299,6,141370,39535,945,Southern Asia,Asia
IND,20,1557,492,6,141370,39535,945,Southern Asia,Asia
IND,21,450,200,2,141370,39535,945,Southern Asia,Asia
IND,22,581,226,12,141370,39535,945,Southern Asia,Asia
IND,23,262,115,4,141370,39535,945,Southern Asia,Asia
IND,24,199,77,2,141370,39535,945,Southern Asia,Asia
IND,25,23,10,0,141370,39535,945,Southern Asia,Asia
IND,26,477,184,3,141370,39535,945,Southern Asia,Asia
IND,27,320,90,6,141370,39535,945,Southern Asia,Asia
IND,28,1429,491,7,141370,39535,945,Southern Asia,Asia
IND,29,1788,562,8,141370,39535,945,Southern Asia,Asia
IND,30,471,194,9,141370,39535,945,Southern Asia,Asia
IND,31,2730,943,21,141370,39535,945,Southern Asia,Asia
IND,32,87,21,0,141370,39535,945,Southern Asia,Asia
IND,33,191,68,1,141370,39535,945,Southern Asia,Asia
IND,34,1649,628,11,141370,39535,945,Southern Asia,Asia
IND,35,737,318,10,141370,39535,945,Southern Asia,Asia
IND,36,3144,1321,23,141370,39535,945,Southern Asia,Asia
NAM,1,10,4,0,10681,4282,270,Southern Africa,Africa
NAM,2,24,7,0,10681,4282,270,Southern Africa,Africa
NAM,3,3,3,0,10681,4282,270,Southern Africa,Africa
NAM,4,50,30,0,10681,4282,270,Southern Africa,Africa
NAM,5,24,3,1,10681,4282,270,Southern Africa,Africa
NAM,6,58,19,4,10681,4282,270,Southern Africa,Africa
NAM,7,10,4,0,10681,4282,270,Southern Africa,Africa
NAM,8,7,1,0,10681,4282,270,Southern Africa,Africa
NAM,9,6,2,0,10681,4282,270,Southern Africa,Africa
NAM,10,5,1,1,10681,4282,270,Southern Africa,Africa
NAM,11,9,1,0,10681,4282,270,Southern Africa,Africa
NAM,12,4,1,0,10681,4282,270,Southern Africa,Africa
NAM,13,152,78,17,10681,4282,270,Southern Africa,Africa
MLT,1,1533,506,17,1570,519,17,Southern Europe,Europe
GIB,1,2120,825,52,2120,825,52,Southern Europe,Europe
COK,1,4,3,32,893,406,32,Polynesia,Oceania
CXR,1,449,270,26,3085,697,61,NA,Oceania
MCO,1,400,102,1,400,102,1,Western Europe,Europe
MHL,1,593,283,11,1161,381,12,Micronesia,Oceania
MDV,1,549,265,16,549,265,16,Southern Asia,Asia
AFG,1,30,13,0,7706,1271,18,Southern Asia,Asia
AFG,2,3,2,0,7706,1271,18,Southern Asia,Asia
AFG,3,9,4,0,7706,1271,18,Southern Asia,Asia
AFG,4,41,7,0,7706,1271,18,Southern Asia,Asia
AFG,5,9,3,0,7706,1271,18,Southern Asia,Asia
AFG,6,0,0,0,7706,1271,18,Southern Asia,Asia
AFG,7,4,2,0,7706,1271,18,Southern Asia,Asia
AFG,8,4,1,0,7706,1271,18,Southern Asia,Asia
AFG,9,9,2,0,7706,1271,18,Southern Asia,Asia
AFG,10,3,2,0,7706,1271,18,Southern Asia,Asia
AFG,11,1,1,0,7706,1271,18,Southern Asia,Asia
AFG,12,5,0,0,7706,1271,18,Southern Asia,Asia
AFG,13,1,1,0,7706,1271,18,Southern Asia,Asia
AFG,14,307,97,1,7706,1271,18,Southern Asia,Asia
AFG,15,52,7,0,7706,1271,18,Southern Asia,Asia
AFG,16,2,0,0,7706,1271,18,Southern Asia,Asia
AFG,17,7,0,0,7706,1271,18,Southern Asia,Asia
AFG,18,8,2,1,7706,1271,18,Southern Asia,Asia
AFG,19,22,5,0,7706,1271,18,Southern Asia,Asia
AFG,20,7,3,1,7706,1271,18,Southern Asia,Asia
AFG,21,6,2,0,7706,1271,18,Southern Asia,Asia
AFG,22,53,17,2,7706,1271,18,Southern Asia,Asia
AFG,23,2,1,0,7706,1271,18,Southern Asia,Asia
AFG,24,10,2,2,7706,1271,18,Southern Asia,Asia
AFG,25,31,10,0,7706,1271,18,Southern Asia,Asia
AFG,26,29,9,0,7706,1271,18,Southern Asia,Asia
AFG,27,3,0,0,7706,1271,18,Southern Asia,Asia
AFG,28,2,1,0,7706,1271,18,Southern Asia,Asia
AFG,29,2,2,0,7706,1271,18,Southern Asia,Asia
AFG,30,2,1,0,7706,1271,18,Southern Asia,Asia
AFG,31,9,4,0,7706,1271,18,Southern Asia,Asia
AFG,32,11,1,0,7706,1271,18,Southern Asia,Asia
AFG,33,6,2,0,7706,1271,18,Southern Asia,Asia
AFG,34,1,1,0,7706,1271,18,Southern Asia,Asia
ALB,1,11,7,0,2276,770,21,Southern Europe,Europe
ALB,2,10,1,0,2276,770,21,Southern Europe,Europe
ALB,3,23,10,0,2276,770,21,Southern Europe,Europe
ALB,4,19,9,0,2276,770,21,Southern Europe,Europe
ALB,5,6,0,0,2276,770,21,Southern Europe,Europe
ALB,6,3,0,0,2276,770,21,Southern Europe,Europe
ALB,7,9,5,0,2276,770,21,Southern Europe,Europe
ALB,8,14,2,0,2276,770,21,Southern Europe,Europe
ALB,9,5,0,0,2276,770,21,Southern Europe,Europe
ALB,10,45,30,0,2276,770,21,Southern Europe,Europe
ALB,11,247,91,0,2276,770,21,Southern Europe,Europe
ALB,12,43,31,0,2276,770,21,Southern Europe,Europe
DZA,1,5,0,0,6373,1879,26,Northern Africa,Africa
DZA,2,10,2,0,6373,1879,26,Northern Africa,Africa
DZA,3,57,16,0,6373,1879,26,Northern Africa,Africa
DZA,4,282,94,1,6373,1879,26,Northern Africa,Africa
DZA,5,170,81,0,6373,1879,26,Northern Africa,Africa
DZA,6,42,8,0,6373,1879,26,Northern Africa,Africa
DZA,7,52,28,1,6373,1879,26,Northern Africa,Africa
DZA,8,24,9,0,6373,1879,26,Northern Africa,Africa
DZA,9,32,13,0,6373,1879,26,Northern Africa,Africa
DZA,10,28,13,0,6373,1879,26,Northern Africa,Africa
DZA,11,2,1,0,6373,1879,26,Northern Africa,Africa
DZA,12,5,2,0,6373,1879,26,Northern Africa,Africa
DZA,13,77,12,0,6373,1879,26,Northern Africa,Africa
DZA,14,87,3,0,6373,1879,26,Northern Africa,Africa
DZA,15,113,30,0,6373,1879,26,Northern Africa,Africa
DZA,16,26,18,0,6373,1879,26,Northern Africa,Africa
DZA,17,2,0,0,6373,1879,26,Northern Africa,Africa
DZA,18,24,10,1,6373,1879,26,Northern Africa,Africa
DZA,19,12,2,0,6373,1879,26,Northern Africa,Africa
DZA,20,36,12,0,6373,1879,26,Northern Africa,Africa
DZA,21,24,13,0,6373,1879,26,Northern Africa,Africa
DZA,22,25,0,0,6373,1879,26,Northern Africa,Africa
DZA,23,34,9,1,6373,1879,26,Northern Africa,Africa
DZA,24,2,1,0,6373,1879,26,Northern Africa,Africa
DZA,25,17,2,0,6373,1879,26,Northern Africa,Africa
DZA,26,1,7,0,6373,1879,26,Northern Africa,Africa
DZA,27,7,2,0,6373,1879,26,Northern Africa,Africa
DZA,28,25,6,0,6373,1879,26,Northern Africa,Africa
DZA,29,4,2,0,6373,1879,26,Northern Africa,Africa
DZA,30,26,8,0,6373,1879,26,Northern Africa,Africa
DZA,31,8,5,0,6373,1879,26,Northern Africa,Africa
DZA,32,119,31,1,6373,1879,26,Northern Africa,Africa
DZA,33,37,13,0,6373,1879,26,Northern Africa,Africa
DZA,34,7,6,0,6373,1879,26,Northern Africa,Africa
DZA,35,1,1,0,6373,1879,26,Northern Africa,Africa
DZA,36,71,24,0,6373,1879,26,Northern Africa,Africa
DZA,37,13,3,0,6373,1879,26,Northern Africa,Africa
DZA,38,25,7,0,6373,1879,26,Northern Africa,Africa
DZA,39,25,7,0,6373,1879,26,Northern Africa,Africa
DZA,40,10,5,0,6373,1879,26,Northern Africa,Africa
DZA,41,25,11,0,6373,1879,26,Northern Africa,Africa
DZA,42,34,5,0,6373,1879,26,Northern Africa,Africa
DZA,43,33,10,0,6373,1879,26,Northern Africa,Africa
DZA,44,75,14,0,6373,1879,26,Northern Africa,Africa
DZA,45,13,4,0,6373,1879,26,Northern Africa,Africa
DZA,46,1,0,0,6373,1879,26,Northern Africa,Africa
DZA,47,25,7,0,6373,1879,26,Northern Africa,Africa
DZA,48,73,11,0,6373,1879,26,Northern Africa,Africa
ASM,1,2153,868,85,148410,28521,639,Polynesia,Oceania
ASM,2,10,2,1,148410,28521,639,Polynesia,Oceania
ASM,3,5,0,0,148410,28521,639,Polynesia,Oceania
ASM,4,4007,1332,86,148410,28521,639,Polynesia,Oceania
AND,1,1,0,0,160,61,6,Southern Europe,Europe
AND,2,0,0,0,160,61,6,Southern Europe,Europe
AND,3,0,0,0,160,61,6,Southern Europe,Europe
AND,4,0,0,0,160,61,6,Southern Europe,Europe
AND,5,0,0,0,160,61,6,Southern Europe,Europe
AND,6,1,0,0,160,61,6,Southern Europe,Europe
AND,7,0,0,0,160,61,6,Southern Europe,Europe
AGO,1,17,9,0,2469,862,46,Middle Africa,Africa
AGO,2,190,82,1,2469,862,46,Middle Africa,Africa
AGO,3,11,7,0,2469,862,46,Middle Africa,Africa
AGO,4,33,10,0,2469,862,46,Middle Africa,Africa
AGO,5,6,5,0,2469,862,46,Middle Africa,Africa
AGO,6,7,4,0,2469,862,46,Middle Africa,Africa
AGO,7,9,6,0,2469,862,46,Middle Africa,Africa
AGO,8,22,14,2,2469,862,46,Middle Africa,Africa
AGO,9,16,8,0,2469,862,46,Middle Africa,Africa
AGO,10,19,12,0,2469,862,46,Middle Africa,Africa
AGO,11,156,46,2,2469,862,46,Middle Africa,Africa
AGO,12,4,2,0,2469,862,46,Middle Africa,Africa
AGO,13,3,2,0,2469,862,46,Middle Africa,Africa
AGO,14,11,4,0,2469,862,46,Middle Africa,Africa
AGO,15,3,1,0,2469,862,46,Middle Africa,Africa
AGO,16,23,12,0,2469,862,46,Middle Africa,Africa
AGO,17,21,15,0,2469,862,46,Middle Africa,Africa
AGO,18,80,30,1,2469,862,46,Middle Africa,Africa
ATG,1,75,19,0,725,314,26,Caribbean,Americas
ATG,2,2,0,0,725,314,26,Caribbean,Americas
ATG,3,0,0,0,725,314,26,Caribbean,Americas
ATG,4,0,0,0,725,314,26,Caribbean,Americas
ATG,5,0,0,0,725,314,26,Caribbean,Americas
ATG,6,0,0,0,725,314,26,Caribbean,Americas
ATG,7,0,0,0,725,314,26,Caribbean,Americas
ATG,8,0,0,0,725,314,26,Caribbean,Americas
ARG,1,3876,1614,64,44496,18402,1048,South America,Americas
ARG,2,1252,557,34,44496,18402,1048,South America,Americas
ARG,3,269,93,4,44496,18402,1048,South America,Americas
ARG,4,1058,626,58,44496,18402,1048,South America,Americas
ARG,5,586,274,24,44496,18402,1048,South America,Americas
ARG,6,1796,769,31,44496,18402,1048,South America,Americas
ARG,7,354,174,17,44496,18402,1048,South America,Americas
ARG,8,236,95,6,44496,18402,1048,South America,Americas
ARG,9,149,81,5,44496,18402,1048,South America,Americas
ARG,10,339,153,8,44496,18402,1048,South America,Americas
ARG,11,385,161,11,44496,18402,1048,South America,Americas
ARG,12,223,58,0,44496,18402,1048,South America,Americas
ARG,13,993,324,13,44496,18402,1048,South America,Americas
ARG,14,450,237,15,44496,18402,1048,South America,Americas
ARG,15,839,172,8,44496,18402,1048,South America,Americas
ARG,16,466,178,6,44496,18402,1048,South America,Americas
ARG,17,490,200,11,44496,18402,1048,South America,Americas
ARG,18,569,137,6,44496,18402,1048,South America,Americas
ARG,19,315,139,6,44496,18402,1048,South America,Americas
ARG,20,613,245,14,44496,18402,1048,South America,Americas
ARG,21,382,175,5,44496,18402,1048,South America,Americas
ARG,22,165,64,2,44496,18402,1048,South America,Americas
ARG,23,723,436,55,44496,18402,1048,South America,Americas
ARG,24,506,242,7,44496,18402,1048,South America,Americas
ARM,1,2,2,0,1600,506,8,Western Asia,Asia
ARM,2,20,7,0,1600,506,8,Western Asia,Asia
ARM,3,4,4,0,1600,506,8,Western Asia,Asia
ARM,4,97,30,0,1600,506,8,Western Asia,Asia
ARM,5,2,0,0,1600,506,8,Western Asia,Asia
ARM,6,1,0,0,1600,506,8,Western Asia,Asia
ARM,7,7,3,0,1600,506,8,Western Asia,Asia
ARM,8,4,2,0,1600,506,8,Western Asia,Asia
ARM,9,8,7,0,1600,506,8,Western Asia,Asia
ARM,10,0,0,0,1600,506,8,Western Asia,Asia
ARM,11,0,0,0,1600,506,8,Western Asia,Asia
AUS,1,1,1,0,165557,59335,3153,Australia and New Zealand,Oceania
AUS,2,327,112,13,165557,59335,3153,Australia and New Zealand,Oceania
AUS,3,381,242,11,165557,59335,3153,Australia and New Zealand,Oceania
AUS,4,3,3,0,165557,59335,3153,Australia and New Zealand,Oceania
AUS,5,10469,4753,332,165557,59335,3153,Australia and New Zealand,Oceania
AUS,6,2721,1341,92,165557,59335,3153,Australia and New Zealand,Oceania
AUS,7,11232,5233,307,165557,59335,3153,Australia and New Zealand,Oceania
AUS,8,34950,15631,1167,165557,59335,3153,Australia and New Zealand,Oceania
AUS,9,3154,1641,114,165557,59335,3153,Australia and New Zealand,Oceania
AUS,10,8301,3242,190,165557,59335,3153,Australia and New Zealand,Oceania
AUS,11,27124,10944,601,165557,59335,3153,Australia and New Zealand,Oceania
AUT,1,89,24,0,18141,4775,153,Western Europe,Europe
AUT,2,160,61,2,18141,4775,153,Western Europe,Europe
AUT,3,4301,1262,38,18141,4775,153,Western Europe,Europe
AUT,4,1058,256,4,18141,4775,153,Western Europe,Europe
AUT,4,1058,256,4,18141,4775,153,Western Europe,Europe
AUT,5,342,84,6,18141,4775,153,Western Europe,Europe
AUT,6,328,126,13,18141,4775,153,Western Europe,Europe
AUT,7,523,212,5,18141,4775,153,Western Europe,Europe
AUT,8,123,49,2,18141,4775,153,Western Europe,Europe
AUT,8,123,49,2,18141,4775,153,Western Europe,Europe
AUT,9,2136,480,9,18141,4775,153,Western Europe,Europe
AZE,1,30,8,1,1829,616,9,Western Asia,Asia
AZE,2,2,0,0,1829,616,9,Western Asia,Asia
AZE,3,0,0,0,1829,616,9,Western Asia,Asia
AZE,4,0,0,0,1829,616,9,Western Asia,Asia
AZE,5,0,0,0,1829,616,9,Western Asia,Asia
AZE,6,2,1,0,1829,616,9,Western Asia,Asia
AZE,7,6,4,0,1829,616,9,Western Asia,Asia
AZE,8,0,0,0,1829,616,9,Western Asia,Asia
AZE,9,0,0,0,1829,616,9,Western Asia,Asia
AZE,10,0,0,0,1829,616,9,Western Asia,Asia
BHS,1,7,2,0,2291,1276,95,Caribbean,Americas
BHS,2,4,3,0,2291,1276,95,Caribbean,Americas
BHS,3,56,49,2,2291,1276,95,Caribbean,Americas
BHS,4,4,0,0,2291,1276,95,Caribbean,Americas
BHS,5,10,7,1,2291,1276,95,Caribbean,Americas
BHS,6,5,3,0,2291,1276,95,Caribbean,Americas
BHS,7,13,11,4,2291,1276,95,Caribbean,Americas
BHS,8,6,4,0,2291,1276,95,Caribbean,Americas
BHS,9,0,0,0,2291,1276,95,Caribbean,Americas
BHS,10,4,0,0,2291,1276,95,Caribbean,Americas
BHS,11,3,1,0,2291,1276,95,Caribbean,Americas
BHS,12,168,111,6,2291,1276,95,Caribbean,Americas
BHS,13,4,3,1,2291,1276,95,Caribbean,Americas
BHS,14,11,6,0,2291,1276,95,Caribbean,Americas
BHS,15,0,0,0,2291,1276,95,Caribbean,Americas
BHS,16,18,12,4,2291,1276,95,Caribbean,Americas
BHS,17,172,113,9,2291,1276,95,Caribbean,Americas
BHS,18,8,3,1,2291,1276,95,Caribbean,Americas
BHS,19,3,1,0,2291,1276,95,Caribbean,Americas
BHS,20,0,0,0,2291,1276,95,Caribbean,Americas
BHS,21,39,22,2,2291,1276,95,Caribbean,Americas
BHS,22,34,8,0,2291,1276,95,Caribbean,Americas
BHS,23,15,9,3,2291,1276,95,Caribbean,Americas
BHS,24,8,6,1,2291,1276,95,Caribbean,Americas
BHS,25,3,1,0,2291,1276,95,Caribbean,Americas
BHS,26,3,2,0,2291,1276,95,Caribbean,Americas
BHS,27,153,88,6,2291,1276,95,Caribbean,Americas
BHS,28,11,3,0,2291,1276,95,Caribbean,Americas
BHS,29,21,11,4,2291,1276,95,Caribbean,Americas
BHS,30,10,4,1,2291,1276,95,Caribbean,Americas
BHS,31,0,0,0,2291,1276,95,Caribbean,Americas
BHS,32,4,4,0,2291,1276,95,Caribbean,Americas
BHR,1,15,3,0,994,246,3,Western Asia,Asia
BHR,2,30,8,0,994,246,3,Western Asia,Asia
BHR,3,5,2,0,994,246,3,Western Asia,Asia
BHR,4,24,9,0,994,246,3,Western Asia,Asia
BHR,5,26,16,1,994,246,3,Western Asia,Asia
BGD,1,46,25,0,19094,8100,88,Southern Asia,Asia
BGD,2,332,142,3,19094,8100,88,Southern Asia,Asia
BGD,3,1377,657,2,19094,8100,88,Southern Asia,Asia
BGD,4,88,48,0,19094,8100,88,Southern Asia,Asia
BGD,5,121,52,0,19094,8100,88,Southern Asia,Asia
BGD,6,36,13,0,19094,8100,88,Southern Asia,Asia
BGD,7,188,70,1,19094,8100,88,Southern Asia,Asia
BRB,1,3,2,0,2270,647,31,Caribbean,Americas
BRB,2,0,0,0,2270,647,31,Caribbean,Americas
BRB,3,0,0,0,2270,647,31,Caribbean,Americas
BRB,4,0,0,0,2270,647,31,Caribbean,Americas
BRB,5,1,0,0,2270,647,31,Caribbean,Americas
BRB,6,0,0,0,2270,647,31,Caribbean,Americas
BRB,7,0,0,0,2270,647,31,Caribbean,Americas
BRB,8,0,0,0,2270,647,31,Caribbean,Americas
BRB,9,0,0,0,2270,647,31,Caribbean,Americas
BRB,10,0,0,0,2270,647,31,Caribbean,Americas
BRB,11,0,0,0,2270,647,31,Caribbean,Americas
BLR,1,18,6,0,2417,689,18,Eastern Europe,Europe
BLR,2,82,37,0,2417,689,18,Eastern Europe,Europe
BLR,3,27,4,0,2417,689,18,Eastern Europe,Europe
BLR,4,29,10,0,2417,689,18,Eastern Europe,Europe
BLR,5,130,28,1,2417,689,18,Eastern Europe,Europe
BLR,6,12,4,0,2417,689,18,Eastern Europe,Europe
BEL,1,54,14,0,19761,5981,234,Western Europe,Europe
BEL,2,16,10,0,19761,5981,234,Western Europe,Europe
BEL,3,1,0,0,19761,5981,234,Western Europe,Europe
BLZ,1,2151,1316,139,2289,1342,140,Central America,Americas
BLZ,2,24,11,2,2289,1342,140,Central America,Americas
BLZ,3,7,2,0,2289,1342,140,Central America,Americas
BLZ,4,10,4,0,2289,1342,140,Central America,Americas
BLZ,5,11,7,1,2289,1342,140,Central America,Americas
BLZ,6,25,15,1,2289,1342,140,Central America,Americas
BEN,1,5,2,0,3717,1374,41,Western Africa,Africa
BEN,2,5,3,0,3717,1374,41,Western Africa,Africa
BEN,3,8,5,0,3717,1374,41,Western Africa,Africa
BEN,4,32,13,0,3717,1374,41,Western Africa,Africa
BEN,5,6,1,0,3717,1374,41,Western Africa,Africa
BEN,6,10,0,0,3717,1374,41,Western Africa,Africa
BEN,7,8,5,0,3717,1374,41,Western Africa,Africa
BEN,8,8,2,0,3717,1374,41,Western Africa,Africa
BEN,9,29,11,1,3717,1374,41,Western Africa,Africa
BEN,10,93,46,3,3717,1374,41,Western Africa,Africa
BEN,11,29,8,0,3717,1374,41,Western Africa,Africa
BEN,12,19,8,0,3717,1374,41,Western Africa,Africa
BMU,1,2,1,0,2305,966,42,Northern America,Americas
BMU,2,0,0,0,2305,966,42,Northern America,Americas
BMU,3,8,3,0,2305,966,42,Northern America,Americas
BMU,4,0,0,0,2305,966,42,Northern America,Americas
BMU,5,1,0,0,2305,966,42,Northern America,Americas
BMU,6,0,0,0,2305,966,42,Northern America,Americas
BMU,7,0,0,0,2305,966,42,Northern America,Americas
BMU,8,4,2,1,2305,966,42,Northern America,Americas
BMU,9,11,3,0,2305,966,42,Northern America,Americas
BMU,10,6,3,0,2305,966,42,Northern America,Americas
BMU,11,1,0,0,2305,966,42,Northern America,Americas
BTN,1,7,3,0,2440,568,29,Southern Asia,Asia
BTN,2,1,0,0,2440,568,29,Southern Asia,Asia
BTN,3,3,1,0,2440,568,29,Southern Asia,Asia
BTN,4,3,2,0,2440,568,29,Southern Asia,Asia
BTN,5,21,10,0,2440,568,29,Southern Asia,Asia
BTN,6,3,1,0,2440,568,29,Southern Asia,Asia
BTN,7,1,0,0,2440,568,29,Southern Asia,Asia
BTN,8,9,2,0,2440,568,29,Southern Asia,Asia
BTN,9,1,0,0,2440,568,29,Southern Asia,Asia
BTN,10,5,3,0,2440,568,29,Southern Asia,Asia
BTN,11,2,0,0,2440,568,29,Southern Asia,Asia
BTN,12,1,0,0,2440,568,29,Southern Asia,Asia
BTN,13,7,0,0,2440,568,29,Southern Asia,Asia
BTN,14,22,4,0,2440,568,29,Southern Asia,Asia
BTN,15,1,1,0,2440,568,29,Southern Asia,Asia
BTN,16,1,0,0,2440,568,29,Southern Asia,Asia
BTN,17,5,2,0,2440,568,29,Southern Asia,Asia
BTN,18,6,2,0,2440,568,29,Southern Asia,Asia
BTN,19,0,0,0,2440,568,29,Southern Asia,Asia
BTN,20,4,2,0,2440,568,29,Southern Asia,Asia
BOL,1,40,18,1,7913,3695,195,South America,Americas
BOL,2,257,141,3,7913,3695,195,South America,Americas
BOL,3,6,2,0,7913,3695,195,South America,Americas
BOL,4,253,132,5,7913,3695,195,South America,Americas
BOL,5,33,18,0,7913,3695,195,South America,Americas
BOL,6,59,41,3,7913,3695,195,South America,Americas
BOL,7,110,35,0,7913,3695,195,South America,Americas
BOL,8,341,184,11,7913,3695,195,South America,Americas
BOL,9,97,38,3,7913,3695,195,South America,Americas
BES,1,99,49,2,313,178,18,Caribbean,Americas
BES,2,109,55,3,313,178,18,Caribbean,Americas
BES,3,74,42,1,313,178,18,Caribbean,Americas
BIH,1,15,2,0,3620,717,14,Southern Europe,Europe
BIH,2,96,18,0,3620,717,14,Southern Europe,Europe
BIH,3,10,2,0,3620,717,14,Southern Europe,Europe
BWA,1,522,189,11,4348,1589,88,Southern Africa,Africa
BWA,2,82,52,9,4348,1589,88,Southern Africa,Africa
BWA,3,38,8,0,4348,1589,88,Southern Africa,Africa
BWA,4,232,63,0,4348,1589,88,Southern Africa,Africa
BWA,5,32,5,1,4348,1589,88,Southern Africa,Africa
BWA,6,38,0,0,4348,1589,88,Southern Africa,Africa
BWA,7,16,10,1,4348,1589,88,Southern Africa,Africa
BWA,8,12,3,0,4348,1589,88,Southern Africa,Africa
BWA,9,8,2,0,4348,1589,88,Southern Africa,Africa
BWA,10,10,4,0,4348,1589,88,Southern Africa,Africa
BWA,11,53,23,1,4348,1589,88,Southern Africa,Africa
BWA,12,44,14,1,4348,1589,88,Southern Africa,Africa
BWA,13,2,1,0,4348,1589,88,Southern Africa,Africa
BWA,14,102,36,3,4348,1589,88,Southern Africa,Africa
BWA,15,996,422,33,4348,1589,88,Southern Africa,Africa
BWA,16,1,0,0,4348,1589,88,Southern Africa,Africa
BRA,1,405,214,19,135307,54620,2528,South America,Americas
BRA,2,476,196,9,135307,54620,2528,South America,Americas
BRA,3,309,170,10,135307,54620,2528,South America,Americas
BRA,4,1327,715,47,135307,54620,2528,South America,Americas
BRA,5,8604,4437,213,135307,54620,2528,South America,Americas
BRA,6,1377,564,19,135307,54620,2528,South America,Americas
BRA,7,190,93,3,135307,54620,2528,South America,Americas
BRA,8,1177,682,39,135307,54620,2528,South America,Americas
BRA,9,1159,480,20,135307,54620,2528,South America,Americas
BRA,10,653,298,13,135307,54620,2528,South America,Americas
BRA,11,1069,399,41,135307,54620,2528,South America,Americas
BRA,12,2763,1224,100,135307,54620,2528,South America,Americas
BRA,13,5919,2306,94,135307,54620,2528,South America,Americas
BRA,14,1972,960,51,135307,54620,2528,South America,Americas
BRA,15,1280,505,33,135307,54620,2528,South America,Americas
BRA,16,5174,2461,152,135307,54620,2528,South America,Americas
BRA,17,2002,880,37,135307,54620,2528,South America,Americas
BRA,18,523,215,10,135307,54620,2528,South America,Americas
BRA,19,7036,3309,122,135307,54620,2528,South America,Americas
BRA,20,636,283,19,135307,54620,2528,South America,Americas
BRA,21,3707,1589,67,135307,54620,2528,South America,Americas
BRA,22,811,369,23,135307,54620,2528,South America,Americas
BRA,23,513,249,15,135307,54620,2528,South America,Americas
BRA,24,13444,5688,265,135307,54620,2528,South America,Americas
BRA,25,2275,1106,44,135307,54620,2528,South America,Americas
BRA,26,494,212,13,135307,54620,2528,South America,Americas
BRA,27,648,404,23,135307,54620,2528,South America,Americas
VGB,1,20,11,3,747,369,33,Caribbean,Americas
VGB,2,2,2,1,747,369,33,Caribbean,Americas
VGB,3,158,95,9,747,369,33,Caribbean,Americas
VGB,4,14,6,1,747,369,33,Caribbean,Americas
VGB,5,4,3,0,747,369,33,Caribbean,Americas
BRN,1,16,3,0,839,323,26,South-Eastern Asia,Asia
BRN,2,7,1,0,839,323,26,South-Eastern Asia,Asia
BRN,3,24,18,1,839,323,26,South-Eastern Asia,Asia
BRN,4,8,1,0,839,323,26,South-Eastern Asia,Asia
BGR,1,16,7,0,6861,2353,39,Eastern Europe,Europe
BGR,2,57,27,0,6861,2353,39,Eastern Europe,Europe
BGR,3,4,1,0,6861,2353,39,Eastern Europe,Europe
BGR,4,1,0,0,6861,2353,39,Eastern Europe,Europe
BGR,5,0,0,0,6861,2353,39,Eastern Europe,Europe
BGR,6,10,6,0,6861,2353,39,Eastern Europe,Europe
BGR,7,15,9,0,6861,2353,39,Eastern Europe,Europe
BGR,8,10,5,0,6861,2353,39,Eastern Europe,Europe
BGR,9,4,1,0,6861,2353,39,Eastern Europe,Europe
BGR,10,14,5,0,6861,2353,39,Eastern Europe,Europe
BGR,11,11,8,0,6861,2353,39,Eastern Europe,Europe
BGR,12,12,2,0,6861,2353,39,Eastern Europe,Europe
BGR,13,24,7,0,6861,2353,39,Eastern Europe,Europe
BGR,14,108,49,0,6861,2353,39,Eastern Europe,Europe
BGR,15,4,1,0,6861,2353,39,Eastern Europe,Europe
BGR,16,13,4,0,6861,2353,39,Eastern Europe,Europe
BGR,17,7,2,0,6861,2353,39,Eastern Europe,Europe
BGR,18,6,2,0,6861,2353,39,Eastern Europe,Europe
BGR,19,4,2,0,6861,2353,39,Eastern Europe,Europe
BGR,20,10,5,0,6861,2353,39,Eastern Europe,Europe
BGR,21,359,140,1,6861,2353,39,Eastern Europe,Europe
BGR,22,42,15,0,6861,2353,39,Eastern Europe,Europe
BGR,23,1,0,0,6861,2353,39,Eastern Europe,Europe
BGR,24,119,43,0,6861,2353,39,Eastern Europe,Europe
BGR,25,9,2,0,6861,2353,39,Eastern Europe,Europe
BGR,26,7,0,0,6861,2353,39,Eastern Europe,Europe
BGR,27,8,2,0,6861,2353,39,Eastern Europe,Europe
BGR,28,16,6,0,6861,2353,39,Eastern Europe,Europe
